sa1,pop
1119912,507
1119913,403
1119914,351
1119915,675
1119916,650
1119917,266
1119918,453
1119919,412
1119920,160
1119921,665
1120001,590
1120002,408
1120003,459
1120004,178
1120005,237
1120006,379
1120007,324
1120008,256
1120009,252
1120010,356
1120011,224
1120012,543
1120013,321
1120101,578
1120102,202
1120103,358
1120104,311
1120105,430
1120106,503
1120107,245
1120108,398
1120109,276
1120110,374
1120111,357
1120112,230
1120113,321
1120114,287
1120115,459
1120116,489
1120117,421
1120118,245
1120119,290
1120120,233
1120121,390
1120122,90
1120201,603
1120202,234
1120203,439
1120204,884
1120205,550
1120206,341
1120207,646
1120208,312
1120209,592
1120210,228
1120211,356
1120212,407
1120213,278
1120214,550
1120215,275
1120216,252
1120217,227
1120218,322
1120219,351
1120220,432
1120221,211
1120222,244
1120223,464
1120224,212
1120225,460
1120226,327
1120227,434
1120228,274
1120229,0
1120230,335
1120231,605
1120232,356
1120233,149
1120234,294
1120235,491
1120236,315
1120237,439
1120238,246
1120239,377
1120240,427
1120241,451
1120242,306
1120243,437
1120244,456
1120245,389
1120246,363
1120247,216
1120248,472
1120249,298
1120250,446
1120251,426
1120252,305
1120253,391
1120301,352
1120302,389
1120303,256
1120304,331
1120305,320
1120306,507
1120307,318
1120308,344
1120309,504
1120310,281
1120311,239
1120312,290
1120313,276
1120314,511
1120315,389
1120316,354
1120317,313
1120318,424
1120319,473
1120320,542
1120321,355
1120322,542
1120323,450
1120324,422
1120325,854
1120326,517
1120327,391
1120328,341
1120329,494
1120330,410
1120331,43
1120332,6
1120333,319
1120334,231
1120335,521
1120336,236
1120401,49
1120402,286
1120403,360
1120404,305
1120405,355
1120406,390
1120407,709
1120408,536
1120409,404
1120410,454
1120411,545
1120412,552
1120413,382
1120501,101
1120502,192
1120503,175
1120504,200
1120505,225
1120506,574
1120507,429
1120508,245
1120509,232
1120510,242
1120511,215
1120512,1147
1120513,348
1120514,670
1120515,301
1120516,290
1120517,386
1120518,301
1120519,232
1120520,133
1120521,172
1120522,259
1120523,411
1120524,254
1120525,229
1120526,380
1120527,372
1120528,394
1120529,529
1120530,175
1120531,401
1120532,390
1120533,388
1120534,293
1120535,259
1120536,268
1120537,330
1120538,523
1120539,220
1120540,144
1120541,309
1120542,403
1120543,344
1120544,390
1120545,337
1120546,323
1120547,453
1120548,379
1120549,242
1120550,524
1120551,176
1120552,444
1120601,168
1120602,314
1120603,254
1120604,345
1120605,441
1120606,473
1120607,0
1120608,313
1120609,475
1120610,610
1120611,450
1120612,505
1120613,308
1120614,306
1120615,568
1120616,398
1120617,281
1120618,425
1120619,555
1120620,490
1120621,457
1120622,359
1120623,613
1120624,365
1120625,405
1120626,564
1120627,576
1120628,404
1120629,365
1120630,313
1120631,370
1120632,319
1120633,557
1120634,526
1120635,349
1120636,340
1120637,395
1120638,545
1120639,415
1120640,482
1120641,445
1120642,324
1120701,448
1120702,472
1120703,390
1120704,228
1120705,412
1120706,323
1120707,438
1120708,443
1120709,492
1120710,0
1120711,337
1120712,528
1120713,276
1120714,0
1120715,567
1120716,265
1120801,396
1120802,302
1120803,283
1120804,250
1120805,468
1120806,289
1120807,403
1120808,408
1120809,292
1120810,376
1120811,376
1120812,323
1120813,324
1120814,453
1120815,402
1120816,319
1120817,497
1120818,357
1120819,415
1120820,356
1120821,433
1120822,439
1120823,0
1120824,206
1120825,433
1120826,525
1120827,512
1120828,399
1120829,289
1120830,278
1120831,312
1120832,283
1120833,282
1120834,300
1120835,409
1120836,516
1120837,434
1120838,294
1120839,418
1120840,451
1120841,468
1120842,302
1120843,283
1120844,240
1120845,383
1120846,420
1120847,259
1120848,333
1120849,396
1120850,266
1120851,281
1120852,347
1120853,318
1120854,276
1120855,606
1120856,293
1120857,342
1120858,394
1120859,471
1120860,575
1120861,309
1120862,458
1120863,380
1120864,405
1120865,18
1120866,231
1120901,466
1120902,3
1120903,333
1120904,334
1120905,462
1120906,512
1120907,433
1120908,297
1120909,321
1120910,323
1120911,299
1120912,281
1120913,492
1120914,501
1120915,603
1120916,419
1120917,534
1120918,543
1120919,359
1120920,400
1120921,573
1120922,515
1120923,427
1120924,435
1120925,506
1120926,430
1120927,418
1120928,566
1120929,287
1120930,361
1120931,427
1120932,511
1120933,452
1120934,394
1120935,385
1120936,405
1120937,8
1120938,0
1120939,506
1120940,396
1120941,394
1120942,396
1120943,419
1120944,457
1120945,427
1120946,442
1120947,486
1120948,531
1120949,321
1120950,476
1120951,331
1120952,457
1120953,476
1120954,544
1120955,441
1120956,452
1121001,226
1121002,208
1121003,397
1121004,278
1121005,386
1121006,430
1121007,579
1121008,473
1121009,875
1121010,210
1121011,304
1121012,334
1121013,582
1121014,289
1121015,318
1121016,378
1121017,316
1121018,515
1121019,288
1121020,449
1121021,402
1121022,402
1121101,267
1121102,289
1121103,472
1121104,361
1121105,348
1121106,354
1121107,345
1121108,584
1121109,11
1121110,434
1121201,411
1121202,359
1121203,240
1121204,528
1121205,368
1121206,440
1121207,528
1121208,367
1121209,397
1121210,270
1121211,363
1121212,504
1121213,213
1121214,434
1121215,417
1121216,434
1121217,426
1121218,360
1121219,305
1121220,0
1121221,290
1121222,497
1121223,370
1121224,639
1121225,611
1121226,367
1121227,586
1121301,3
1121302,0
1121303,514
1121304,423
1121305,492
1121306,402
1121307,510
1121308,543
1121309,190
1121310,467
1121311,479
1121312,446
1121313,289
1121314,506
1121315,498
1121316,212
1121317,429
1121318,421
1121319,425
1121320,234
1121321,390
1121322,521
1121323,602
1121324,504
1121325,542
1121326,444
1121327,413
1121328,313
1121329,371
1121330,370
1121401,485
1121402,343
1121403,565
1121404,432
1121405,3
1121406,518
1121407,449
1121408,298
1121409,245
1121410,590
1121411,355
1121412,188
1121413,447
1121414,626
1121415,551
1121416,378
1121417,359
1121418,0
1121419,380
1121420,7
1121421,416
1121422,503
1121423,362
1121424,321
1121425,341
1121426,393
1121427,460
1121428,520
1121429,289
1121430,406
1121431,295
1121432,536
1121433,388
1121434,302
1121501,239
1121502,362
1121503,383
1121504,336
1121505,427
1121506,427
1121507,437
1121508,470
1121509,409
1121510,492
1121511,414
1121512,274
1121513,486
1121514,244
1121515,0
1121516,487
1121517,442
1121518,462
1121519,358
1121520,274
1121521,51
1121522,485
1121523,0
1121524,396
1121525,324
1121601,352
1121602,377
1121603,749
1121604,435
1121605,249
1121606,474
1121607,593
1121608,574
1121609,478
1121610,399
1121611,280
1121612,616
1121613,355
1121614,334
1121615,558
1121616,458
1121617,661
1121701,337
1121702,377
1121703,252
1121704,477
1121705,474
1121706,415
1121707,350
1121708,369
1121709,315
1121710,240
1121711,539
1121712,346
1121713,225
1121714,412
1121715,43
1121716,372
1121717,791
1121718,0
1121719,365
1121720,185
1121721,560
1121722,524
1121723,626
1121724,375
1121725,645
1121726,79
1121727,6
1121728,448
1121729,446
1121730,366
1121731,472
1121801,386
1121802,284
1121803,256
1121804,3
1121805,264
1121806,0
1121807,156
1121808,187
1121809,442
1121810,253
1121811,424
1121812,641
1121813,231
1121814,552
1121815,288
1121816,388
1121817,203
1121818,313
1121819,274
1121820,252
1121821,275
1121822,573
1121823,274
1121824,110
1121825,363
1121826,367
1121827,308
1121828,364
1121829,186
1121830,329
1121831,495
1121832,462
1121833,315
1121834,612
1121835,389
1121836,301
1121837,502
1121838,86
1121839,240
1121840,403
1121841,286
1121842,503
1121843,299
1121901,304
1121902,320
1121903,420
1121904,403
1121905,209
1121906,206
1121907,226
1121908,429
1121909,300
1121910,559
1121911,375
1121912,190
1121913,314
1121914,467
1121915,237
1121916,388
1121917,483
1121918,414
1121919,259
1121920,324
1121921,8
1121922,102
1121923,459
1121924,227
1121925,351
1121926,344
1121927,0
1121928,298
1121929,320
1121930,514
1121931,434
1121932,692
1121933,289
1121934,451
1121935,479
1121936,353
1121937,320
1121938,547
1121939,266
1122001,409
1122002,338
1122003,388
1122004,420
1122005,507
1122006,550
1122007,445
1122008,22
1122009,474
1122010,493
1122011,535
1122012,381
1122013,508
1122014,322
1122015,291
1122016,438
1122017,429
1122018,282
1122019,297
1122020,585
1122021,606
1122101,395
1122102,163
1122103,309
1122104,381
1122105,255
1122106,454
1122107,311
1122108,213
1122109,242
1122110,357
1122111,344
1122112,451
1122113,329
1122114,323
1122115,427
1122116,212
1122117,312
1122118,233
1122119,230
1122120,178
1122201,358
1122202,360
1122203,465
1122204,552
1122205,386
1122206,464
1122207,539
1122208,420
1122209,258
1122210,471
1122211,356
1122212,471
1122213,232
1122214,373
1122215,349
1122216,460
1122217,506
1122218,450
1122219,406
1122220,452
1122221,0
1122222,0
1122223,566
1122224,432
1122225,446
1122226,385
1122227,500
1122228,355
1122229,412
1122230,417
1122231,316
1122232,404
1122233,373
1122234,321
1122235,593
1122236,275
1122237,0
1122238,0
1122239,419
1122240,483
1122301,201
1122302,395
1122303,527
1122304,316
1122305,387
1122306,442
1122307,400
1122308,332
1122309,36
1122310,475
1122311,481
1122312,443
1122313,477
1122314,310
1122315,322
1122316,178
1122317,447
1122318,336
1122319,352
1122320,411
1122321,269
1122322,508
1122323,304
1122401,493
1122402,363
1122403,501
1122404,514
1122405,348
1122406,232
1122407,286
1122408,201
1122409,0
1122410,7
1122411,369
1122412,516
1122413,423
1122414,339
1122415,380
1122416,3
1122417,203
1122418,563
1122419,370
1122420,140
1122421,664
1122422,615
1122423,331
1122424,360
1122425,425
1122426,604
1122427,575
1122428,329
1122429,473
1122430,398
1122431,487
1122432,230
1122501,510
1122502,273
1122503,409
1122504,626
1122505,413
1122506,275
1122507,500
1122508,556
1122509,306
1122510,287
1122511,329
1122512,398
1122513,593
1122514,445
1122515,286
1122516,479
1122517,316
1122518,459
1122519,455
1122520,226
1122521,459
1122522,304
1122523,512
1122524,492
1122525,406
1122526,597
1122527,265
1122528,383
1122529,278
1122530,485
1122531,324
1122532,311
1122533,29
1122534,436
1122535,0
1122536,328
1122537,381
1122538,409
1122539,476
1122540,407
1122541,281
1122542,219
1122543,467
1122601,482
1122602,203
1122603,653
1122604,272
1122605,588
1122606,264
1122607,467
1122608,504
1122609,478
1122610,297
1122611,260
1122612,209
1122613,257
1122614,438
1122615,473
1122616,254
1122617,310
1122618,436
1122619,335
1122620,248
1122621,191
1122622,0
1122623,332
1122624,350
1122625,468
1122626,404
1122627,280
1122628,433
1122629,378
1122630,556
1122631,14
1122632,356
1122701,257
1122702,0
1122703,258
1122704,325
1122705,340
1122706,490
1122707,563
1122708,477
1122709,327
1122710,398
1122711,494
1122712,218
1122713,567
1122714,533
1122715,461
1122716,266
1122717,399
1122718,460
1122719,425
1122720,421
1122721,436
1122722,276
1122723,501
1122724,418
1122725,453
1122726,348
1122727,281
1122728,478
1122729,495
1122730,508
1122731,499
1122732,510
1122733,398
1122734,410
1122735,418
1122736,555
1122801,498
1122802,525
1122803,0
1122804,322
1122805,285
1122806,481
1122807,612
1122808,420
1122809,517
1122810,540
1122811,521
1122812,511
1122813,454
1122814,444
1122815,291
1122816,282
1122817,569
1122818,550
1122819,265
1122820,478
1122821,412
1122822,348
1122823,254
1122824,242
1122825,302
1122826,620
1122827,473
1122828,309
1122829,611
1122830,359
1122831,442
1122832,476
1122901,416
1122902,484
1122903,576
1122904,412
1122905,673
1122906,274
1122907,449
1122908,363
1122909,421
1122910,369
1122911,607
1122912,331
1122913,299
1122914,0
1122915,304
1122916,427
1122917,343
1122918,374
1122919,450
1122920,217
1122921,207
1122922,397
1122923,522
1122924,376
1122925,538
1122926,322
1123001,16
1123101,312
1123102,360
1123103,346
1123104,611
1123105,308
1123106,25
1123107,83
1123108,515
1123109,551
1123110,516
1123111,513
1123112,0
1123113,399
1123114,544
1123115,434
1123116,402
1123117,223
1123118,201
1123119,452
1123120,289
1123121,276
1123122,435
1123123,546
1123124,694
1123125,654
1123126,401
1123201,364
1123202,403
1123203,342
1123204,479
1123205,461
1123206,300
1123207,462
1123208,431
1123209,435
1123210,115
1123211,397
1123212,520
1123213,740
1123214,301
1123215,368
1123216,0
1123301,355
1123302,388
1123303,526
1123304,561
1123305,650
1123306,494
1123307,309
1123308,0
1123309,436
1123310,650
1123311,0
1123312,440
1123313,244
1123314,391
1123315,441
1123316,563
1123317,441
1123318,428
1123319,663
1123320,361
1123321,577
1123322,393
1123323,420
1123324,420
1123325,514
1123326,204
1123327,552
1123328,434
1123329,437
1123330,421
1123331,353
1123332,350
1123333,365
1123334,506
1123335,624
1123336,538
1123337,545
1123338,400
1123339,288
1123340,286
1123341,522
1123342,565
1123343,487
1123344,498
1123401,351
1123402,588
1123403,501
1123404,339
1123405,297
1123406,562
1123407,660
1123408,368
1123409,404
1123410,551
1123411,276
1123412,404
1123413,501
1123414,475
1123415,388
1123416,606
1123417,439
1123418,352
1123419,308
1123420,426
1123421,438
1123422,425
1123423,394
1123424,371
1123425,641
1123426,370
1123427,430
1123501,250
1123502,607
1123503,642
1123504,496
1123505,376
1123506,0
1123507,482
1123508,352
1123509,411
1123510,362
1123511,501
1123512,500
1123513,395
1123514,425
1123515,263
1123516,573
1123517,341
1123518,266
1123519,440
1123601,599
1123602,0
1123603,3
1123604,143
1123605,58
1123606,0
1123607,0
1123608,395
1123609,419
1123610,265
1123611,406
1123612,360
1123613,227
1123614,444
1123615,354
1123616,387
1123617,493
1123618,757
1123619,422
1123620,322
1123621,331
1123622,423
1123623,352
1123624,269
1123625,230
1123626,286
1123627,397
1123628,366
1123629,388
1123630,590
1123631,304
1123632,293
1123633,482
1123634,447
1123635,353
1123636,481
1123637,301
1123638,544
1123639,351
1123640,413
1123641,225
1123642,348
1123643,257
1123644,441
1123645,291
1123646,526
1123647,415
1123701,420
1123702,237
1123703,405
1123704,515
1123705,294
1123706,495
1123707,99
1123708,394
1123709,354
1123710,257
1123711,256
1123712,453
1123713,177
1123714,278
1123715,188
1123716,387
1123717,872
1123718,349
1123719,266
1123720,276
1123721,301
1123722,261
1123723,195
1123724,462
1123725,426
1123726,248
1123727,308
1123728,209
1123729,186
1123730,196
1123731,272
1123732,456
1123733,343
1123734,470
1123735,648
1123736,347
1123737,344
1123738,307
1123739,430
1123740,368
1123741,459
1123742,409
1123743,246
1123744,333
1123745,178
1123746,312
1123801,198
1123802,305
1123803,422
1123804,278
1123805,246
1123806,238
1123807,383
1123808,320
1123809,244
1123810,247
1123811,301
1123812,172
1123813,187
1123814,268
1123815,354
1123816,303
1123817,425
1123818,440
1123901,440
1123902,515
1123903,224
1123904,191
1123905,408
1123906,381
1123907,156
1123908,0
1123909,418
1123910,568
1123911,270
1123912,0
1123913,479
1123914,526
1123915,7
1123916,26
1123917,391
1123918,508
1123919,346
1123920,462
1123921,293
1123922,234
1123923,211
1123924,334
1123925,348
1124001,360
1124002,221
1124003,255
1124004,407
1124005,456
1124006,330
1124007,245
1124008,364
1124009,265
1124010,190
1124011,563
1124012,301
1124013,458
1124014,403
1124015,468
1124016,303
1124017,221
1124018,377
1124019,292
1124020,224
1124021,449
1124022,544
1124023,507
1124024,226
1124025,232
1124101,350
1124102,288
1124103,434
1124104,225
1124105,323
1124106,430
1124107,360
1124108,509
1124109,561
1124110,543
1124111,294
1124112,284
1124113,144
1124114,243
1124115,4
1124201,315
1124202,347
1124203,385
1124204,204
1124205,541
1124206,527
1124207,59
1124208,91
1124209,603
1124210,10
1124211,502
1124212,414
1124213,352
1124214,671
1124215,399
1124216,374
1124217,593
1124218,428
1124219,532
1124301,229
1124302,283
1124303,363
1124304,554
1124305,194
1124306,343
1124307,232
1124308,453
1124309,366
1124310,341
1124311,458
1124312,290
1124313,386
1124314,258
1124315,387
1124316,318
1124317,270
1124318,442
1124319,571
1124320,305
1124321,294
1124401,85
1124402,423
1124403,590
1124404,555
1124405,226
1124406,468
1124407,368
1124408,407
1124409,548
1124410,219
1124411,417
1124412,486
1124413,380
1124414,161
1124415,99
1124416,300
1124417,0
1124418,316
1124419,42
1124420,0
1124421,190
1124422,186
1124423,446
1124424,388
1124425,521
1124426,307
1124427,342
1124428,539
1124429,409
1124430,457
1124431,536
1124432,438
1124433,238
1124434,377
1124435,378
1124501,287
1124502,205
1124503,277
1124504,361
1124505,231
1124506,143
1124507,272
1124508,225
1124509,198
1124510,258
1124511,130
1124512,274
1124513,231
1124514,248
1124515,159
1124516,344
1124517,378
1124518,177
1124519,264
1124520,198
1124521,212
1124522,256
1124523,247
1124524,245
1124525,280
1124526,310
1124527,234
1124528,260
1124601,302
1124602,144
1124603,400
1124604,562
1124605,330
1124606,313
1124607,477
1124608,608
1124609,368
1124610,583
1124611,439
1124612,362
1124613,439
1124614,564
1124615,304
1124616,489
1124617,370
1124618,510
1124619,302
1124620,414
1124621,242
1124622,380
1124623,313
1124624,471
1124625,359
1124626,301
1124627,420
1124628,258
1124629,336
1124630,478
1124631,111
1124632,320
1124633,274
1124634,181
1124701,166
1124702,184
1124703,559
1124704,205
1124705,262
1124706,231
1124707,389
1124708,202
1124709,358
1124710,215
1124711,374
1124712,151
1124713,220
1124714,519
1124715,575
1124716,241
1124717,207
1124718,330
1124719,418
1124720,444
1124721,309
1124722,170
1124723,216
1124724,253
1124725,314
1124801,134
1124802,290
1124803,527
1124804,371
1124805,458
1124806,552
1124807,416
1124808,561
1124809,377
1124810,481
1124811,520
1124812,461
1124813,284
1124814,394
1124815,475
1124816,494
1124817,329
1124818,603
1124819,449
1124820,388
1124821,497
1124822,210
1124823,494
1124824,412
1124825,470
1124826,426
1124827,263
1124828,297
1124829,384
1124830,483
1124831,101
1124832,206
1124833,245
1124834,245
1124835,505
1124836,353
1124837,451
1124838,176
1124839,378
1124840,403
1124901,567
1124902,233
1124903,227
1124904,479
1124905,271
1124906,332
1124907,177
1124908,351
1124909,428
1124910,510
1124911,445
1124912,663
1124913,336
1124914,334
1124915,246
1124916,378
1124917,356
1124918,194
1124919,486
1124920,296
1124921,406
1124922,525
1124923,196
1124924,350
1124925,318
1124926,326
1124927,212
1124928,4
1124929,263
1124930,470
1124931,233
1124932,168
1124933,488
1124934,446
1124935,234
1124936,273
1124937,371
1124938,247
1124939,335
1124940,271
1124941,234
1124942,443
1124943,379
1124944,260
1125001,543
1125002,895
1125003,765
1125004,910
1125005,526
1125006,319
1125007,626
1125008,538
1125009,596
1125010,0
1125011,467
1125012,414
1125013,539
1125014,348
1125015,335
1125016,385
1125017,647
1125018,279
1125019,363
1125020,628
1125021,485
1125022,326
1125101,416
1125102,249
1125103,480
1125104,302
1125105,574
1125106,264
1125107,412
1125108,590
1125109,71
1125110,12
1125111,441
1125112,305
1125113,476
1125114,361
1125115,645
1125116,347
1125117,270
1125118,9
1125119,496
1125120,356
1125121,417
1125122,508
1125123,239
1125201,318
1125202,248
1125203,485
1125204,220
1125205,440
1125206,384
1125207,224
1125208,247
1125209,257
1125210,335
1125211,284
1125212,393
1125213,285
1125214,347
1125215,207
1125216,187
1125217,276
1125218,317
1125219,311
1125220,330
1125221,237
1125222,326
1125223,211
1125224,322
1125225,283
1125226,298
1125227,360
1125228,203
1125229,469
1125230,213
1125231,273
1125232,279
1125301,373
1125302,377
1125303,465
1125304,284
1125305,420
1125306,293
1125307,282
1125308,686
1125309,966
1125310,480
1125311,451
1125312,439
1125313,405
1125314,576
1125315,410
1125316,544
1125317,314
1125318,388
1125319,0
1125320,582
1125321,263
1125322,260
1125323,594
1125324,0
1125325,468
1125326,340
1125327,475
1125328,481
1125329,532
1125401,429
1125402,370
1125403,151
1125404,244
1125405,425
1125406,304
1125407,362
1125408,521
1125409,277
1125410,416
1125411,386
1125412,361
1125413,247
1125414,384
1125415,407
1125416,218
1125417,241
1125418,424
1125419,327
1125420,396
1125421,461
1125422,495
1125423,333
1125424,422
1125425,400
1125426,403
1125427,227
1125428,297
1125429,460
1125430,268
1125431,409
1125432,534
1125433,506
1125434,329
1125435,627
1125436,279
1125437,156
1125438,425
1125439,372
1125440,791
1125441,493
1125442,501
1125443,262
1125444,595
1125445,338
1125446,551
1125447,386
1125501,682
1125502,426
1125503,381
1125504,230
1125505,0
1125506,291
1125507,361
1125508,531
1125509,185
1125510,332
1125511,641
1125512,303
1125513,709
1125514,296
1125515,290
1125516,560
1125517,219
1125518,597
1125519,266
1125520,327
1125521,551
1125522,260
1125523,9
1125524,514
1125525,449
1125526,314
1125527,291
1125528,523
1125529,201
1125530,517
1125531,556
1125532,408
1125533,334
1125534,305
1125535,0
1125536,471
1125537,200
1125538,280
1125539,374
1125540,204
1125541,362
1125542,453
1125543,602
1125544,522
1125545,325
1125546,380
1125547,478
1125548,298
1125549,229
1125550,513
1125551,364
1125552,361
1125553,464
1125554,562
1125555,272
1125556,338
1125557,433
1125558,545
1125559,289
1125560,742
1125561,489
1125562,465
1125563,306
1125564,453
1125565,260
1125566,573
1125567,596
1125601,330
1125602,274
1125603,260
1125604,360
1125605,270
1125606,456
1125607,623
1125608,557
1125609,371
1125610,255
1125611,323
1125612,249
1125613,531
1125614,610
1125615,362
1125616,583
1125617,335
1125618,27
1125619,368
1125620,440
1125621,524
1125622,468
1125623,528
1125624,507
1125625,425
1125626,418
1125627,446
1125628,367
1125629,793
1125630,451
1125631,189
1125632,306
1125633,321
1125634,633
1125635,462
1125636,333
1125637,520
1125638,463
1125639,339
1125640,284
1125641,154
1125642,492
1125643,250
1125644,404
1125645,253
1125701,254
1125702,157
1125703,480
1125704,310
1125705,135
1125706,189
1125707,434
1125708,298
1125709,429
1125710,418
1125711,441
1125712,488
1125713,277
1125714,234
1125715,260
1125716,195
1125717,295
1125718,287
1125719,167
1125720,391
1125721,308
1125722,371
1125723,311
1125724,219
1125725,263
1125726,490
1125727,311
1125728,352
1125729,207
1125730,380
1125731,216
1125732,503
1125733,296
1125734,351
1125735,260
1125736,343
1125737,225
1125738,259
1125739,0
1125740,270
1125741,414
1125742,190
1125801,279
1125802,650
1125803,21
1125804,394
1125805,282
1125806,44
1125807,290
1125808,187
1125809,312
1125810,346
1125811,375
1125812,125
1125813,310
1125814,243
1125815,319
1125816,368
1125817,348
1125818,511
1125819,211
1125820,374
1125821,388
1125822,296
1125823,236
1125824,301
1125825,241
1125826,404
1125827,506
1125828,406
1125829,468
1125830,441
1125831,193
1125901,272
1125902,368
1125903,342
1125904,199
1125905,438
1125906,227
1125907,466
1125908,326
1125909,392
1125910,313
1125911,219
1125912,183
1125913,324
1125914,209
1125915,210
1125916,205
1125917,247
1125918,232
1125919,315
1125920,0
1125921,225
1125922,405
1126001,476
1126002,514
1126003,314
1126004,222
1126005,329
1126006,225
1126007,305
1126008,12
1126009,244
1126010,13
1126011,23
1126012,335
1126013,230
1126014,156
1126101,359
1126102,443
1126103,474
1126104,366
1126105,446
1126106,344
1126107,213
1126108,398
1126109,211
1126110,329
1126111,392
1126112,456
1126113,424
1126114,330
1126115,415
1126116,236
1126117,237
1126118,156
1126119,11
1126120,56
1126201,291
1126202,201
1126203,394
1126204,193
1126205,365
1126206,283
1126207,167
1126208,268
1126209,121
1126210,214
1126211,308
1126212,438
1126213,223
1126214,446
1126215,392
1126216,338
1126301,527
1126302,571
1126303,274
1126304,505
1126305,389
1126306,368
1126307,245
1126308,307
1126309,326
1126310,198
1126311,500
1126312,296
1126313,508
1126314,162
1126315,300
1126316,344
1126317,309
1126318,324
1126319,409
1126320,291
1126321,305
1126322,0
1126401,300
1126402,359
1126403,245
1126404,297
1126405,269
1126406,453
1126407,336
1126408,411
1126409,365
1126410,335
1126411,199
1126501,361
1126502,235
1126503,450
1126504,303
1126505,489
1126506,432
1126507,243
1126508,3
1126509,779
1126510,412
1126511,230
1126512,460
1126513,177
1126514,529
1126515,415
1126516,298
1126517,3
1126601,0
1126602,169
1126603,206
1126604,309
1126605,361
1126606,244
1126607,416
1126608,326
1126609,289
1126610,191
1126611,210
1126612,409
1126613,316
1126614,290
1126615,382
1126616,292
1126617,273
1126618,359
1126619,420
1126620,365
1126621,216
1126622,269
1126701,298
1126702,349
1126703,345
1126704,315
1126705,253
1126706,0
1126707,359
1126708,405
1126709,507
1126710,349
1126711,452
1126712,400
1126713,289
1126714,477
1126715,388
1126716,260
1126717,474
1126718,452
1126719,401
1126720,264
1126721,471
1126722,317
1126723,437
1126724,264
1126725,519
1126726,272
1126727,543
1126728,318
1126729,432
1126730,224
1126731,345
1126732,441
1126733,364
1126734,287
1126735,214
1126736,495
1126737,457
1126738,339
1126739,628
1126740,259
1126741,497
1126742,236
1126743,497
1126801,409
1126802,290
1126803,297
1126804,351
1126805,405
1126806,129
1126807,110
1126808,561
1126809,572
1126810,166
1126811,32
1126812,177
1126901,741
1126902,529
1126903,408
1126904,395
1126905,951
1126906,538
1126907,241
1126908,4
1126909,7
1126910,614
1126911,430
1126912,516
1126913,401
1126914,305
1126915,413
1126916,386
1126917,352
1126918,757
1126919,890
1126920,508
1126921,419
1126922,526
1126923,396
1126924,547
1126925,247
1126926,240
1126927,459
1126928,508
1126929,437
1126930,324
1126931,335
1126932,410
1126933,375
1126934,459
1126935,532
1126936,388
1126937,326
1126938,361
1126939,432
1126940,399
1126941,302
1126942,369
1126943,261
1126944,509
1126945,453
1126946,376
1126947,351
1126948,417
1126949,328
1127001,342
1127002,105
1127003,319
1127004,384
1127005,454
1127006,305
1127007,492
1127008,307
1127009,470
1127010,433
1127011,413
1127012,437
1127013,508
1127014,380
1127015,290
1127016,314
1127017,279
1127018,339
1127019,435
1127020,338
1127021,548
1127022,455
1127023,364
1127024,326
1127025,472
1127026,310
1127027,301
1127028,369
1127029,395
1127030,0
1127031,426
1127032,458
1127101,196
1127102,3
1127103,221
1127104,302
1127105,136
1127106,477
1127107,331
1127108,302
1127109,306
1127110,303
1127111,410
1127112,392
1127113,192
1127114,230
1127115,621
1127116,517
1127117,229
1127118,236
1127119,272
1127120,194
1127121,225
1127122,477
1127123,417
1127124,362
1127125,275
1127126,383
1127127,523
1127128,411
1127129,539
1127130,392
1127131,224
1127132,320
1127133,556
1127134,27
1127135,354
1127136,570
1127137,517
1127138,470
1127139,378
1127140,235
1127141,308
1127142,171
1127201,367
1127202,566
1127203,375
1127204,381
1127205,298
1127206,251
1127207,444
1127208,189
1127209,433
1127210,285
1127211,290
1127212,296
1127213,372
1127214,253
1127215,291
1127216,197
1127217,520
1127218,234
1127219,321
1127220,318
1127221,258
1127222,462
1127223,413
1127224,472
1127301,77
1127302,435
1127303,337
1127304,263
1127305,448
1127306,401
1127307,508
1127308,498
1127309,124
1127310,324
1127311,0
1127312,103
1127401,261
1127402,99
1127403,320
1127404,306
1127405,235
1127406,325
1127407,336
1127408,493
1127409,225
1127410,274
1127411,379
1127412,316
1127413,291
1127414,259
1127415,42
1127416,622
1127501,39
1127601,282
1127602,448
1127603,443
1127604,340
1127605,412
1127606,421
1127607,467
1127608,331
1127609,392
1127610,292
1127701,442
1127702,375
1127703,490
1127704,241
1127705,378
1127706,210
1127707,263
1127708,350
1127709,290
1127710,336
1127711,473
1127712,457
1127713,285
1127714,363
1127715,317
1127716,293
1127717,501
1127718,411
1127719,366
1127720,315
1127721,414
1127722,311
1127723,463
1127724,232
1127725,516
1127726,367
1127727,575
1127728,476
1127729,319
1127730,506
1127731,342
1127732,540
1127733,574
1127734,336
1127735,346
1127736,218
1127737,569
1127738,253
1127739,380
1127740,3
1127741,336
1127801,510
1127802,345
1127803,573
1127804,207
1127805,236
1127806,94
1127807,752
1127808,259
1127809,348
1127810,371
1127811,477
1127812,489
1127813,478
1127814,953
1127815,583
1127816,515
1127817,328
1127818,360
1127819,381
1127820,344
1127821,435
1127822,450
1127823,238
1127824,70
1127825,359
1127826,661
1127827,293
1127828,469
1127829,435
1127830,322
1127831,236
1127832,430
1127833,325
1127834,285
1127835,424
1127836,301
1127837,245
1127838,206
1127839,491
1127840,616
1127841,338
1127842,369
1127843,326
1127844,349
1127845,395
1127846,444
1127901,0
1127902,0
1127903,0
1127904,608
1127905,368
